# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.3.2
#@/tick	916
#@/user_id	iMac-Home
a 	啊	c=13 d=5.83761 t=916
wan quan 	完全	c=1 d=0.395248 t=916
wan quan mei xing qu 	完全沒興趣	c=1 d=0.562705 t=916
wan shang 	晚上	c=2 d=1.82283 t=791
wan shi 	完事	c=1 d=0.257947 t=916
wan shi 	萬事	c=0 d=0.0255381 t=916
wan yi 	玩意	c=1 d=0.659821 t=916
wan yi 	萬一	c=1 d=0.717272 t=916
wan zheng 	完整	c=1 d=1 t=835
wei sha 	爲啥	c=0 d=0.1 t=590
wei sha bu yong 	爲啥不用	c=1 d=1 t=591
wei xin 	微信	c=1 d=0.236928 t=916
wei zhi 	位置	c=1 d=1 t=746
wei zhi 	爲止	c=1 d=1 t=745
wei zong 	維總	c=1 d=0.0558548 t=916
wen 	穩	c=0 d=0.1 t=0
wen dang 	文檔	c=1 d=0.369881 t=916
wen le 	穩了	c=1 d=1 t=2
wen ti 	問題	c=1 d=0.980199 t=916
wo 	我	c=0 d=0.359965 t=916
wo bu zhi dao 	我不知道	c=1 d=1 t=686
wo ca 	我擦	c=3 d=1.26872 t=916
wo cao 	我操	c=1 d=0.873716 t=916
wo dai ni 	我帶你	c=1 d=0.486752 t=916
wo de 	我的	c=1 d=0.46116 t=916
wo de yao qiu 	我的要求	c=1 d=0.900325 t=916
wo de yi si 	我的意思	c=1 d=1 t=826
wo dou bu zhi dao 	我都不知道	c=1 d=0.882497 t=916
wo dou shi 	我都是	c=1 d=0.470011 t=916
wo gai dian 	我改點	c=1 d=0.543351 t=916
wo gai yi xia 	我改一下	c=1 d=1 t=861
wo gan jue 	我感覺	c=1 d=0.677057 t=916
wo gei 	我給	c=0 d=0.0546074 t=916
wo gei yi ge 	我給一個	c=1 d=0.548812 t=916
wo gu ji 	我估計	c=1 d=0.379083 t=916
wo hai 	我還	c=1 d=0.481909 t=916
wo he ji 	我合計	c=1 d=1 t=776
wo hen 	我很	c=0 d=0.1 t=674
wo hen dan xin 	我很擔心	c=1 d=1 t=675
wo hui 	我會	c=0 d=0.0955997 t=916
wo hui zi ji chong xie 	我會自己重寫	c=1 d=0.960789 t=916
wo ji zhe 	我記着	c=1 d=0.246597 t=916
wo ji zhe 	我記者	c=1 d=0.245367 t=916
wo jiang di 	我降低	c=1 d=0.694197 t=916
wo jiu 	我就	c=5 d=2.1096 t=916
wo ke yi 	我可以	c=1 d=0.358796 t=916
wo lai 	我來	c=1 d=0.615697 t=916
wo luo hu 	我落戶	c=1 d=0.540641 t=916
wo mai de shi 	我買的是	c=1 d=0.323033 t=916
wo mei 	我沒	c=0 d=0.0278037 t=916
wo mei jia 	我沒加	c=1 d=0.279431 t=916
wo mei you 	我沒有	c=1 d=0.532592 t=916
wo men 	我們	c=2 d=0.852032 t=916
wo men liang ge 	我們兩個	c=1 d=0.425283 t=916
wo ming tian 	我明天	c=1 d=1 t=805
wo te 	沃特	c=0 d=0.1 t=815
wo te me 	我特麼	c=1 d=1 t=817
wo te me 	沃特麼	c=1 d=1 t=816
wo xian zai 	我現在	c=3 d=0.628135 t=916
wo xiang 	我想	c=0 d=0.1 t=836
wo xiang gei ta 	我想給他	c=1 d=1 t=837
wo xie 	我寫	c=0 d=0.0562705 t=916
wo xie dai ma 	我寫代碼	c=1 d=0.565525 t=916
wo xu yao 	我需要	c=1 d=1 t=721
wo xuan ze 	我選擇	c=1 d=0.344728 t=916
wo yao 	我要	c=0 d=0.0310367 t=916
wo yao tiao zheng 	我要調整	c=1 d=0.311923 t=916
wo ye 	我也	c=0 d=0.1 t=666
wo ye bu 	我也不	c=0 d=0.0353455 t=916
wo ye bu xu yao 	我也不需要	c=1 d=0.355226 t=916
wo ye chao de 	我也抄的	c=1 d=1 t=667
wo yi ban 	我一般	c=1 d=0.927743 t=916
wo yi kai shi 	我一開始	c=1 d=1 t=868
wo yi qian 	我以前	c=1 d=0.287941 t=916
wo yi zhi 	我一直	c=1 d=0.353455 t=916
wo you 	我又	c=0 d=0.1 t=907
wo you tiao zheng 	我又調整	c=1 d=1 t=908
wo zhe liang tian 	我這兩天	c=1 d=1 t=602
wo zhe teng 	我折騰	c=1 d=1 t=711
wo zhi jie 	我直接	c=1 d=0.289384 t=916
wo zi ji 	我自己	c=0 d=0.0740818 t=916
wu fa 	無法	c=1 d=1 t=834
wu shi 	無視	c=1 d=0.477114 t=916
xi jie 	細節	c=1 d=1 t=720
xia 	下	c=2 d=0.599254 t=916
xia dao 	嚇到	c=0 d=0.00558548 t=916
xia dao wo 	嚇到我	c=1 d=0.0561348 t=916
xia zhou 	下週	c=2 d=0.650865 t=916
xian 	先	c=0 d=0.0339596 t=916
xian shi 	顯示	c=1 d=1 t=836
xian you ge 	先有個	c=1 d=0.341298 t=916
xian zai 	現在	c=6 d=2.53909 t=916
xiang 	想	c=1 d=0.634448 t=916
xiang chi 	想吃	c=0 d=0.1 t=792
xiang chi sha 	想吃啥	c=1 d=1 t=793
xiang dui 	相對	c=0 d=0.083527 t=916
xiang fa 	想法	c=1 d=0.343009 t=916
xiang ge 	想個	c=1 d=0.267135 t=916
xiang mu 	項目	c=7 d=3.73917 t=916
xiang shou 	享受	c=0 d=0.0603506 t=916
xiang shou yi xia 	享受一下	c=1 d=0.606531 t=916
xiang zai 	想在	c=1 d=0.506617 t=916
xiao 	小	c=0 d=0.0360595 t=916
xiao chang jia 	小長假	c=1 d=0.362402 t=916
xiao wen ti 	小問題	c=0 d=0.0557106 t=916
xie de 	寫的	c=1 d=0.353455 t=916
xie xie 	寫寫	c=1 d=1 t=716
xie xie 	謝謝	c=1 d=1 t=715
xin zeng 	新增	c=1 d=0.798516 t=916
xing ba 	星爸	c=1 d=1 t=814
xing ba 	行吧	c=1 d=1 t=815
xing qi 	星期	c=0 d=0.071177 t=916
xing qi le 	星期了	c=1 d=0.715338 t=916
xiong di 	兄弟	c=1 d=0.923116 t=916
xiu 	秀	c=1 d=1 t=914
xu yao 	需要	c=2 d=0.477361 t=916
xu yao chong qi 	需要重啓	c=1 d=0.247833 t=916
xuan dan 	選單	c=2 d=1.68479 t=886
xuan xiang 	選項	c=1 d=1 t=830
xuan ze 	選擇	c=1 d=0.428276 t=916
ya 	牙	c=5 d=2.73748 t=916
yao 	要	c=1 d=0.624005 t=916
yao bu 	要不	c=1 d=0.927743 t=916
yao chu li 	要處理	c=1 d=0.810584 t=916
yao qiu 	要求	c=0 d=0.0895834 t=916
ye 	也	c=0 d=0.0565525 t=916
ye cha bu duo 	也差不多	c=1 d=0.56836 t=916
ye wu 	業務	c=0 d=0.0404542 t=916
ye wu rong qi 	業務容器	c=1 d=0.40657 t=916
ye zai 	也在	c=1 d=1 t=603
yi ban 	一般	c=0 d=0.188391 t=916
yi ban dou hui 	一般都會	c=1 d=0.965605 t=916
yi dui 	一堆	c=1 d=1 t=656
yi ge 	一個	c=1 d=0.403073 t=916
yi hou 	以後	c=2 d=0.733447 t=916
yi jing 	已經	c=1 d=1 t=724
yi kai shi 	一開始	c=0 d=0.1 t=867
yi lai 	依賴	c=1 d=0.225373 t=916
yi nian 	一年	c=1 d=0.375311 t=916
yi qian 	以前	c=4 d=1.54241 t=916
yi shou ge 	一首歌	c=1 d=0.511709 t=916
yi shuo 	一說	c=1 d=1 t=875
yi tian 	一天	c=0 d=0.1 t=817
yi wei 	以爲	c=1 d=1 t=869
yi xia 	一下	c=5 d=1.28312 t=916
yi xie 	一些	c=4 d=1.11305 t=916
yi yang 	一樣	c=1 d=0.571209 t=916
yi zhi 	一直	c=1 d=0.737123 t=916
yi zhong te shu 	一種特殊	c=1 d=1 t=871
yin bi 	隱蔽	c=1 d=0.826959 t=916
yin si 	隱私	c=1 d=1 t=674
yin wei 	因爲	c=1 d=0.977132 t=916
ying 	硬	c=0 d=0.071177 t=916
ying gai 	應該	c=1 d=1 t=853
ying he 	硬核	c=1 d=1 t=589
ying lian jie 	硬鏈接	c=1 d=0.715338 t=916
ying she 	映射	c=1 d=0.278037 t=916
ying wen 	英文	c=7 d=2.8255 t=847
ying yong 	應用	c=2 d=0.743872 t=916
ying yu 	英語	c=1 d=1 t=12
yong 	用	c=2 d=0.543814 t=916
yong zui xin 	用最新	c=1 d=0.283654 t=916
you 	有	c=2 d=0.841673 t=916
you bing 	有病	c=1 d=0.40657 t=916
you dian 	有點	c=2 d=0.866275 t=916
you dian xiao wen ti 	有點小問題	c=1 d=0.559898 t=916
you ge 	有個	c=1 d=0.663374 t=916
you hua 	優化	c=1 d=0.798516 t=916
you mei you 	有沒有	c=1 d=1.08228 t=801
you mei you ren zhi dao 	有沒有人知道	c=1 d=1 t=763
you mu you ren 	有木有人	c=1 d=1 t=769
you qian ren 	有錢人	c=0 d=0.0647265 t=916
you ren 	有人	c=0 d=0.1 t=768
you ren zai 	有人在	c=1 d=1 t=761
you shi 	有事	c=1 d=1 t=753
you shi jian 	有時間	c=1 d=1 t=713
you shu ju 	有數據	c=1 d=0.767206 t=916
you xie 	有些	c=1 d=0.219808 t=916
yu ming 	域名	c=1 d=0.869358 t=916
yuan ma 	源碼	c=0 d=0.0634448 t=916
yue lun 	岳倫	c=1 d=1 t=915
za yang 	咋樣	c=1 d=0.677057 t=916
zai 	再	c=1 d=0.4965 t=916
zai 	在	c=3 d=0.661227 t=916
zai bie jin 	再別勁	c=1 d=0.496585 t=916
zai ci 	再次	c=1 d=1 t=638
zai jia 	在家	c=1 d=0.386741 t=916
zai na 	在哪	c=2 d=1.96561 t=774
zan liang 	咱倆	c=0 d=0.0491644 t=916
zan liang ge 	咱倆個	c=1 d=0.494109 t=916
zao 	早	c=0 d=0.0382893 t=916
zao hui lai 	早回來	c=1 d=0.384812 t=916
zao jiu 	早就	c=0 d=0.1 t=27
zao wan 	早晚	c=1 d=0.965605 t=916
zei 	賊	c=0 d=0.114821 t=916
zei hao yong 	賊好用	c=1 d=1 t=912
zei ji er 	賊雞兒	c=1 d=0.852144 t=916
zei niu bi 	賊牛比	c=1 d=1 t=22
zen me 	怎麼	c=0 d=0.0826959 t=916
zen me qi 	怎麼起	c=1 d=0.831104 t=916
zha le 	炸了	c=1 d=0.23457 t=916
zhan yong 	佔用	c=1 d=0.337902 t=916
zhao zhao 	找找	c=0 d=0.1 t=798
zhao zhe 	照着	c=0 d=0.0690734 t=916
zhao zhe wen dang 	照着文檔	c=1 d=0.694197 t=916
zhe 	這	c=0 d=0.0976576 t=916
zhe ge 	這個	c=12 d=5.21302 t=916
zhe li 	這裏	c=1 d=0.324652 t=916
zhe liang ge 	這兩個	c=3 d=2.41239 t=916
zhe liang tian 	這兩天	c=0 d=0.1 t=601
zhe me 	這麼	c=0 d=0.1 t=582
zhe me huo yue 	這麼活躍	c=1 d=1 t=583
zhe me shuo 	這麼說	c=0 d=0.1 t=857
zhe ming zi 	這名字	c=1 d=0.913931 t=916
zhe shi 	這是	c=1 d=0.802185 t=916
zhe shi hen zheng chang 	這是很正常	c=1 d=0.412714 t=916
zhe teng 	折騰	c=2 d=1.29259 t=916
zhe teng hao 	折騰好	c=1 d=1 t=616
zhe teng yuan ma 	折騰源碼	c=1 d=0.637628 t=916
zhe teng zhong zhou yun 	折騰中州韻	c=1 d=1 t=585
zhe wan yi 	這玩意	c=2 d=0.956469 t=916
zhe yang jiu 	這樣就	c=0 d=0.1 t=778
zhe yang jiu sheng qian 	這樣就省錢	c=1 d=1 t=779
zhen 	真	c=1 d=0.261846 t=916
zhen de 	真的	c=2 d=1.1849 t=916
zhen shi 	真實	c=1 d=0.472367 t=916
zhen xiang 	真香	c=0 d=0.1 t=648
zhi dao 	知道	c=1 d=1 t=770
zhi jie 	直接	c=4 d=1.19739 t=916
zhi jie ei 	直接誒	c=1 d=0.421052 t=916
zhi shi 	只是	c=2 d=0.988092 t=916
zhi xing 	執行	c=1 d=0.25284 t=916
zhong 	中	c=5 d=3.63371 t=842
zhong di 	種地	c=1 d=0.603506 t=916
zhong ying wen 	中英文	c=6 d=2.24226 t=794
zhong zhou yun 	中州韻	c=0 d=0.1 t=584
zhuan huan 	轉換	c=1 d=0.946869 t=916
zhuang tai 	狀態	c=2 d=1.92774 t=643
zhun bei 	準備	c=2 d=0.724835 t=916
zi 	字	c=2 d=0.926246 t=916
zi dai 	自帶	c=1 d=0.272532 t=916
zi fu 	字符	c=4 d=3.257 t=856
zi fu 	自負	c=1 d=1 t=633
zi ji 	自己	c=4 d=0.914687 t=916
zi ji chu li 	自己處理	c=1 d=0.878095 t=916
zi ji da jian 	自己搭建	c=1 d=0.782705 t=916
zi ji he de lai de 	自己合得來的	c=1 d=0.38868 t=916
zi ji yong 	自己用	c=1 d=0.83527 t=916
zi ji zhuan huan 	自己轉換	c=1 d=0.275271 t=916
zi kao 	自考	c=1 d=0.546074 t=916
zi shen 	自身	c=1 d=0.421052 t=916
zi ti 	字體	c=2 d=1.09797 t=916
zi yuan 	資源	c=1 d=0.336216 t=916
zi yuan zao jiu mei le 	資源早就沒了	c=1 d=1 t=28
zong shi 	總是	c=1 d=1 t=663
zou 	走	c=1 d=0.57695 t=916
zu jian 	組件	c=1 d=0.201897 t=916
zu jian 	組建	c=2 d=0.423162 t=916
zui xin 	最新	c=1 d=0.532592 t=916
zuo 	做	c=1 d=0.360595 t=916
zuo 	左	c=1 d=1 t=631
zuo de 	做的	c=1 d=0.264477 t=916
zuo ti 	做題	c=1 d=0.29671 t=916
zuo tian 	昨天	c=3 d=0.540852 t=916
zuo you 	左右	c=1 d=0.516851 t=916
zuo you de 	左右的	c=1 d=1 t=735
